clinic_id,item_id,current_stock_units,weekly_consumption,days_of_stock_remaining,nearest_expiry_date,days_to_expiry,stockout_flag,expiry_risk_flag,priority_score,demo_subset,_data_provenance
CL-0047,MED_OXYTOCIN,338,50,47.3,3/9/2028,577,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0047,MED_METFORMIN,739,194,26.7,9/12/2027,398,FALSE,FALSE,0.21,TRUE,proxy_synthetic
CL-0047,MED_GLUCOSE,240,62,27.1,4/7/2028,606,FALSE,FALSE,0.21,TRUE,proxy_synthetic
CL-0047,MED_VIT_A,835,98,59.6,8/31/2027,386,FALSE,FALSE,0.28,TRUE,proxy_synthetic
CL-0047,MED_MUAC_KIT,321,37,60.7,12/28/2026,140,FALSE,TRUE,0.29,TRUE,proxy_synthetic
CL-0047,MED_ZINC_MAL,1222,292,29.3,2/13/2028,552,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0047,VAC_HEPB,610,72,59.3,10/27/2026,78,FALSE,TRUE,0.52,FALSE,proxy_synthetic
CL-0047,VAC_BCG,450,88,35.8,1/2/2028,510,FALSE,FALSE,0.35,TRUE,proxy_synthetic
CL-0047,VAC_MR,227,59,26.9,4/6/2028,605,FALSE,FALSE,0.25,TRUE,proxy_synthetic
CL-0047,MED_TETANUS,365,44,58.1,5/24/2028,653,FALSE,FALSE,0.23,TRUE,proxy_synthetic
CL-0047,MED_DIABETES_INSULIN,171,57,21.0,3/17/2028,585,FALSE,FALSE,0.3,FALSE,proxy_synthetic
CL-0047,MED_GLIBENCLAMIDE,544,115,33.1,3/1/2028,569,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0047,MED_GLUCAGON,70,8,61.2,3/27/2027,229,FALSE,FALSE,0.23,TRUE,proxy_synthetic
CL-0047,MED_RUTF,523,113,32.4,12/19/2027,496,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0047,MED_F75,94,30,21.9,8/31/2027,386,FALSE,FALSE,0.29,FALSE,proxy_synthetic
CL-0047,MED_F100,177,31,40.0,4/13/2028,612,FALSE,FALSE,0.25,FALSE,proxy_synthetic
CL-0047,MED_THERAPEUTIC_FEED,166,24,48.4,4/19/2027,252,FALSE,FALSE,0.33,FALSE,proxy_synthetic
CL-0048,MED_ACT,53,6,61.8,10/18/2026,69,FALSE,TRUE,0.53,TRUE,proxy_synthetic
CL-0048,MED_RDT_MAL,89,11,56.6,6/4/2027,298,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0048,MED_DENGUE_SUP,45,6,52.5,3/11/2027,213,FALSE,FALSE,0.24,FALSE,proxy_synthetic
CL-0048,MED_RDT_DEN,37,7,37.0,9/27/2027,413,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0048,MED_ORS,8,22,2.5,3/29/2028,597,TRUE,FALSE,0.79,FALSE,proxy_synthetic
CL-0048,MED_CHOLERA_KIT,38,5,53.2,10/25/2027,441,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0048,VAC_OCV,65,9,50.6,10/19/2027,435,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0048,VAC_MEASLES,45,5,63.0,1/13/2027,156,FALSE,TRUE,0.28,FALSE,proxy_synthetic
CL-0048,VAC_OPV,47,6,54.8,4/21/2027,254,FALSE,FALSE,0.2,FALSE,proxy_synthetic
CL-0048,VAC_PENTA,54,6,63.0,1/17/2028,525,FALSE,FALSE,0.29,FALSE,proxy_synthetic
CL-0048,VAC_TT,20,5,28.0,12/9/2027,486,FALSE,FALSE,0.23,TRUE,proxy_synthetic
CL-0048,MED_ANTIVENOM,9,1,63.0,10/22/2026,73,FALSE,TRUE,0.49,FALSE,proxy_synthetic
CL-0048,MED_SNAKE_ANTIVENOM,6,1,42.0,10/18/2026,69,FALSE,TRUE,0.53,TRUE,proxy_synthetic
CL-0048,MED_SNAKE_WOUND,1,3,2.3,6/5/2027,299,TRUE,FALSE,0.8,FALSE,proxy_synthetic
CL-0048,MED_OXYTOCIN,7,2,24.5,11/2/2027,449,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0048,MED_METFORMIN,32,8,28.0,3/9/2028,577,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0048,MED_GLUCOSE,24,4,42.0,7/29/2027,353,FALSE,FALSE,0.2,TRUE,proxy_synthetic
CL-0048,MED_VIT_A,32,4,56.0,6/20/2028,680,FALSE,FALSE,0.33,FALSE,proxy_synthetic
CL-0048,MED_MUAC_KIT,9,2,31.5,10/30/2027,446,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0048,MED_ZINC_MAL,72,9,56.0,7/15/2027,339,FALSE,FALSE,0.33,FALSE,proxy_synthetic
CL-0049,MED_ACT,30,8,26.2,9/21/2027,407,FALSE,FALSE,0.34,TRUE,proxy_synthetic
CL-0049,MED_RDT_MAL,136,20,47.6,12/24/2027,501,FALSE,FALSE,0.3,FALSE,proxy_synthetic
CL-0049,MED_DENGUE_SUP,55,6,64.2,1/10/2028,518,FALSE,FALSE,0.21,TRUE,proxy_synthetic
CL-0049,MED_RDT_DEN,50,9,38.9,8/12/2027,367,FALSE,FALSE,0.27,TRUE,proxy_synthetic
CL-0049,MED_ORS,154,30,35.9,5/23/2028,652,FALSE,FALSE,0.26,TRUE,proxy_synthetic
CL-0049,MED_CHOLERA_KIT,29,6,33.8,11/5/2027,452,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0049,VAC_OCV,46,13,24.8,5/1/2028,630,FALSE,FALSE,0.23,TRUE,proxy_synthetic
CL-0049,VAC_MEASLES,31,5,43.4,4/16/2027,249,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0049,VAC_OPV,28,7,28.0,12/28/2026,140,FALSE,TRUE,0.33,FALSE,proxy_synthetic
CL-0049,VAC_PENTA,59,8,51.6,9/19/2027,405,FALSE,FALSE,0.25,TRUE,proxy_synthetic
CL-0049,VAC_TT,31,4,54.2,9/18/2027,404,FALSE,FALSE,0.24,TRUE,proxy_synthetic
CL-0049,MED_ANTIVENOM,5,1,35.0,12/27/2026,139,FALSE,TRUE,0.35,TRUE,proxy_synthetic
CL-0049,MED_SNAKE_ANTIVENOM,24,3,56.0,10/29/2026,80,FALSE,TRUE,0.48,FALSE,proxy_synthetic
CL-0049,MED_SNAKE_WOUND,16,4,28.0,7/5/2028,695,FALSE,FALSE,0.22,TRUE,proxy_synthetic
CL-0049,MED_OXYTOCIN,16,3,37.3,9/19/2027,405,FALSE,FALSE,0.27,TRUE,proxy_synthetic
CL-0049,MED_METFORMIN,56,11,35.6,11/4/2026,86,FALSE,TRUE,0.47,FALSE,proxy_synthetic
CL-0049,MED_GLUCOSE,16,5,22.4,8/1/2028,722,FALSE,FALSE,0.33,TRUE,proxy_synthetic
CL-0049,MED_VIT_A,73,8,63.9,2/21/2028,560,FALSE,FALSE,0.35,FALSE,proxy_synthetic
CL-0049,MED_MUAC_KIT,26,3,60.7,5/21/2028,650,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0049,MED_ZINC_MAL,72,14,36.0,7/6/2027,330,FALSE,FALSE,0.29,FALSE,proxy_synthetic
CL-0050,MED_ACT,34,4,59.5,3/11/2028,579,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0050,MED_RDT_MAL,37,8,32.4,5/12/2027,275,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0050,MED_DENGUE_SUP,30,4,52.5,6/2/2027,296,FALSE,FALSE,0.3,FALSE,proxy_synthetic
CL-0050,MED_RDT_DEN,35,5,49.0,3/16/2027,218,FALSE,FALSE,0.33,FALSE,proxy_synthetic
CL-0050,MED_ORS,130,15,60.7,7/15/2027,339,FALSE,FALSE,0.3,FALSE,proxy_synthetic
CL-0050,MED_CHOLERA_KIT,19,4,33.2,3/12/2027,214,FALSE,FALSE,0.33,TRUE,proxy_synthetic
CL-0050,VAC_OCV,28,8,24.5,4/23/2027,256,FALSE,FALSE,0.29,FALSE,proxy_synthetic
CL-0050,VAC_MEASLES,15,5,21.0,8/11/2027,366,FALSE,FALSE,0.31,TRUE,proxy_synthetic
CL-0050,VAC_OPV,18,4,31.5,6/2/2027,296,FALSE,FALSE,0.24,FALSE,proxy_synthetic
CL-0050,VAC_PENTA,16,3,37.3,12/1/2026,113,FALSE,TRUE,0.36,FALSE,proxy_synthetic
CL-0050,VAC_TT,11,4,19.2,5/22/2028,651,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0050,MED_ANTIVENOM,7,1,49.0,11/3/2027,450,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0050,MED_SNAKE_ANTIVENOM,1,2,3.5,5/27/2027,290,TRUE,FALSE,0.71,TRUE,proxy_synthetic
CL-0050,MED_SNAKE_WOUND,15,2,52.5,6/28/2028,688,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0050,MED_OXYTOCIN,14,2,49.0,9/28/2027,414,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0050,MED_METFORMIN,23,6,26.8,7/18/2027,342,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0050,MED_GLUCOSE,22,3,51.3,2/7/2028,546,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0050,MED_VIT_A,2,3,4.7,2/21/2028,560,TRUE,FALSE,0.61,TRUE,proxy_synthetic
CL-0050,MED_MUAC_KIT,9,2,31.5,7/12/2028,702,FALSE,FALSE,0.33,TRUE,proxy_synthetic
CL-0050,MED_ZINC_MAL,79,9,61.4,1/5/2028,513,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0051,MED_ACT,106,13,57.1,8/6/2027,361,FALSE,FALSE,0.35,FALSE,proxy_synthetic
CL-0051,MED_RDT_MAL,149,28,37.2,10/25/2027,441,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0051,MED_DENGUE_SUP,49,14,24.5,12/21/2027,498,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0051,MED_RDT_DEN,49,19,18.1,12/31/2026,143,FALSE,TRUE,0.28,FALSE,proxy_synthetic
CL-0051,MED_ORS,201,54,26.1,3/6/2028,574,FALSE,FALSE,0.23,TRUE,proxy_synthetic
CL-0051,MED_CHOLERA_KIT,121,15,56.5,4/7/2027,240,FALSE,FALSE,0.23,FALSE,proxy_synthetic
CL-0051,VAC_OCV,128,24,37.3,1/14/2028,522,FALSE,FALSE,0.33,TRUE,proxy_synthetic
CL-0051,VAC_MEASLES,49,11,31.2,12/26/2027,503,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0051,VAC_OPV,8,12,4.7,12/17/2026,129,TRUE,TRUE,0.72,TRUE,proxy_synthetic
CL-0051,VAC_PENTA,100,13,53.8,10/31/2027,447,FALSE,FALSE,0.25,FALSE,proxy_synthetic
CL-0051,VAC_TT,84,9,65.3,7/6/2028,696,FALSE,FALSE,0.3,FALSE,proxy_synthetic
CL-0051,MED_ANTIVENOM,10,2,35.0,12/2/2026,114,FALSE,TRUE,0.38,FALSE,proxy_synthetic
CL-0051,MED_SNAKE_ANTIVENOM,25,3,58.3,3/3/2028,571,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0051,MED_SNAKE_WOUND,40,7,40.0,6/13/2027,307,FALSE,FALSE,0.35,FALSE,proxy_synthetic
CL-0051,MED_OXYTOCIN,2,7,2.0,1/13/2027,156,TRUE,TRUE,0.89,FALSE,proxy_synthetic
CL-0051,MED_METFORMIN,8,19,2.9,7/1/2028,691,TRUE,FALSE,0.78,FALSE,proxy_synthetic
CL-0051,MED_GLUCOSE,68,9,52.9,6/17/2027,311,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0051,MED_VIT_A,72,12,42.0,1/12/2027,155,FALSE,TRUE,0.27,FALSE,proxy_synthetic
CL-0051,MED_MUAC_KIT,33,6,38.5,12/27/2026,139,FALSE,TRUE,0.35,TRUE,proxy_synthetic
CL-0051,MED_ZINC_MAL,147,21,49.0,11/30/2026,112,FALSE,TRUE,0.39,FALSE,proxy_synthetic
CL-0051,VAC_HEPB,28,7,28.0,11/1/2027,448,FALSE,FALSE,0.33,TRUE,proxy_synthetic
CL-0051,VAC_BCG,52,7,52.0,12/30/2026,142,FALSE,TRUE,0.3,FALSE,proxy_synthetic
CL-0051,VAC_MR,66,10,46.2,9/13/2027,399,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0051,MED_TETANUS,25,4,43.8,4/15/2028,614,FALSE,FALSE,0.23,TRUE,proxy_synthetic
CL-0051,MED_DIABETES_INSULIN,3,5,4.2,3/14/2028,582,TRUE,FALSE,0.67,FALSE,proxy_synthetic
CL-0051,MED_GLIBENCLAMIDE,39,15,18.2,12/12/2026,124,FALSE,TRUE,0.38,FALSE,proxy_synthetic
CL-0051,MED_GLUCAGON,5,1,35.0,4/9/2028,608,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0051,MED_RUTF,56,9,43.6,5/20/2027,283,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0051,MED_F75,20,3,46.7,2/4/2028,543,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0051,MED_F100,28,3,65.3,2/4/2027,178,FALSE,TRUE,0.21,FALSE,proxy_synthetic
CL-0051,MED_THERAPEUTIC_FEED,15,3,35.0,8/22/2027,377,FALSE,FALSE,0.32,TRUE,proxy_synthetic
CL-0052,MED_ACT,36,5,50.4,1/20/2027,163,FALSE,TRUE,0.23,TRUE,proxy_synthetic
CL-0052,MED_RDT_MAL,73,8,63.9,12/2/2027,479,FALSE,FALSE,0.35,FALSE,proxy_synthetic
CL-0052,MED_DENGUE_SUP,28,3,65.3,7/7/2027,331,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0052,MED_RDT_DEN,42,5,58.8,4/18/2027,251,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0052,MED_ORS,117,16,51.2,6/1/2027,295,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0052,MED_CHOLERA_KIT,1,3,2.3,3/9/2028,577,TRUE,FALSE,0.83,FALSE,proxy_synthetic
CL-0052,VAC_OCV,28,8,24.5,10/8/2027,424,FALSE,FALSE,0.33,FALSE,proxy_synthetic
CL-0052,VAC_MEASLES,11,3,25.7,2/2/2027,176,FALSE,TRUE,0.22,FALSE,proxy_synthetic
CL-0052,VAC_OPV,27,4,47.2,3/13/2027,215,FALSE,FALSE,0.24,FALSE,proxy_synthetic
CL-0052,VAC_PENTA,28,4,49.0,2/17/2028,556,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0052,VAC_TT,21,3,49.0,2/9/2028,548,FALSE,FALSE,0.26,TRUE,proxy_synthetic
CL-0052,MED_ANTIVENOM,7,1,49.0,3/20/2027,222,FALSE,FALSE,0.29,FALSE,proxy_synthetic
CL-0052,MED_SNAKE_ANTIVENOM,8,1,56.0,12/6/2026,118,FALSE,TRUE,0.37,FALSE,proxy_synthetic
CL-0052,MED_SNAKE_WOUND,1,2,3.5,6/12/2027,306,TRUE,FALSE,0.7,FALSE,proxy_synthetic
CL-0052,MED_OXYTOCIN,6,1,42.0,11/7/2027,454,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0052,MED_METFORMIN,20,6,23.3,7/19/2028,709,FALSE,FALSE,0.33,TRUE,proxy_synthetic
CL-0052,MED_GLUCOSE,13,2,45.5,5/11/2027,274,FALSE,FALSE,0.22,TRUE,proxy_synthetic
CL-0052,MED_VIT_A,25,3,58.3,2/2/2027,176,FALSE,TRUE,0.21,FALSE,proxy_synthetic
CL-0052,MED_MUAC_KIT,3,1,21.0,7/9/2028,699,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0052,MED_ZINC_MAL,52,8,45.5,12/3/2027,480,FALSE,FALSE,0.35,FALSE,proxy_synthetic
CL-0053,MED_ACT,29,9,22.6,7/5/2027,329,FALSE,FALSE,0.23,FALSE,proxy_synthetic
CL-0053,MED_RDT_MAL,139,21,46.3,6/30/2027,324,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0053,MED_DENGUE_SUP,31,6,36.2,7/10/2027,334,FALSE,FALSE,0.21,TRUE,proxy_synthetic
CL-0053,MED_RDT_DEN,56,9,43.6,1/4/2027,147,FALSE,TRUE,0.3,FALSE,proxy_synthetic
CL-0053,MED_ORS,12,33,2.5,5/5/2028,634,TRUE,FALSE,0.77,TRUE,proxy_synthetic
CL-0053,MED_CHOLERA_KIT,25,9,19.4,4/16/2027,249,FALSE,FALSE,0.22,TRUE,proxy_synthetic
CL-0053,VAC_OCV,9,16,3.9,8/22/2027,377,TRUE,FALSE,0.67,FALSE,proxy_synthetic
CL-0053,VAC_MEASLES,21,8,18.4,7/4/2028,694,FALSE,FALSE,0.26,TRUE,proxy_synthetic
CL-0053,VAC_OPV,82,11,52.2,6/27/2027,321,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0053,VAC_PENTA,50,8,43.8,5/29/2028,658,FALSE,FALSE,0.23,FALSE,proxy_synthetic
CL-0053,VAC_TT,45,6,52.5,12/8/2027,485,FALSE,FALSE,0.29,FALSE,proxy_synthetic
CL-0053,MED_ANTIVENOM,5,2,17.5,5/28/2027,291,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0053,MED_SNAKE_ANTIVENOM,2,3,4.7,3/8/2028,576,TRUE,FALSE,0.62,FALSE,proxy_synthetic
CL-0053,MED_SNAKE_WOUND,24,3,56.0,7/29/2027,353,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0053,MED_OXYTOCIN,18,4,31.5,6/23/2028,683,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0053,MED_METFORMIN,5,8,4.4,6/2/2027,296,TRUE,FALSE,0.67,TRUE,proxy_synthetic
CL-0053,MED_GLUCOSE,29,5,40.6,7/17/2028,707,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0053,MED_VIT_A,48,8,42.0,6/9/2028,669,FALSE,FALSE,0.3,FALSE,proxy_synthetic
CL-0053,MED_MUAC_KIT,23,3,53.7,3/5/2028,573,FALSE,FALSE,0.31,TRUE,proxy_synthetic
CL-0053,MED_ZINC_MAL,130,16,56.9,12/6/2027,483,FALSE,FALSE,0.29,FALSE,proxy_synthetic
CL-0054,MED_ACT,127,15,59.3,6/29/2027,323,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0054,MED_RDT_MAL,130,24,37.9,7/5/2027,329,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0054,MED_DENGUE_SUP,69,9,53.7,11/14/2026,96,FALSE,TRUE,0.44,FALSE,proxy_synthetic
CL-0054,MED_RDT_DEN,60,13,32.3,9/23/2027,409,FALSE,FALSE,0.32,TRUE,proxy_synthetic
CL-0054,MED_ORS,234,40,41.0,1/20/2028,528,FALSE,FALSE,0.25,FALSE,proxy_synthetic
CL-0054,MED_CHOLERA_KIT,31,8,27.1,4/28/2027,261,FALSE,FALSE,0.27,TRUE,proxy_synthetic
CL-0054,VAC_OCV,4,22,1.3,5/25/2027,288,TRUE,FALSE,0.89,FALSE,proxy_synthetic
CL-0054,VAC_MEASLES,37,8,32.4,6/7/2027,301,FALSE,FALSE,0.32,TRUE,proxy_synthetic
CL-0054,VAC_OPV,44,12,25.7,5/6/2027,269,FALSE,FALSE,0.25,FALSE,proxy_synthetic
CL-0054,VAC_PENTA,23,8,20.1,3/14/2028,582,FALSE,FALSE,0.34,TRUE,proxy_synthetic
CL-0054,VAC_TT,49,7,49.0,10/12/2027,428,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0054,MED_ANTIVENOM,23,3,53.7,11/22/2027,469,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0054,MED_SNAKE_ANTIVENOM,1,3,2.3,10/28/2026,79,TRUE,TRUE,0.83,FALSE,proxy_synthetic
CL-0054,MED_SNAKE_WOUND,38,5,53.2,8/5/2027,360,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0054,MED_OXYTOCIN,24,4,42.0,3/25/2028,593,FALSE,FALSE,0.33,FALSE,proxy_synthetic
CL-0054,MED_METFORMIN,51,13,27.5,4/29/2028,628,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0054,MED_GLUCOSE,33,5,46.2,7/5/2027,329,FALSE,FALSE,0.22,TRUE,proxy_synthetic
CL-0054,MED_VIT_A,65,12,37.9,4/24/2027,257,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0054,MED_MUAC_KIT,17,4,29.8,11/11/2027,458,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0054,MED_ZINC_MAL,80,18,31.1,10/10/2027,426,FALSE,FALSE,0.25,TRUE,proxy_synthetic
CL-0054,VAC_HEPB,3,4,5.2,10/30/2027,446,TRUE,FALSE,0.59,TRUE,proxy_synthetic
CL-0054,VAC_BCG,37,8,32.4,10/11/2026,62,FALSE,TRUE,0.53,FALSE,proxy_synthetic
CL-0054,VAC_MR,60,8,52.5,3/31/2028,599,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0054,MED_TETANUS,15,3,35.0,5/13/2027,276,FALSE,FALSE,0.31,TRUE,proxy_synthetic
CL-0054,MED_DIABETES_INSULIN,35,5,49.0,1/1/2027,144,FALSE,TRUE,0.31,FALSE,proxy_synthetic
CL-0054,MED_GLIBENCLAMIDE,83,9,64.6,3/14/2028,582,FALSE,FALSE,0.21,TRUE,proxy_synthetic
CL-0054,MED_GLUCAGON,8,1,56.0,6/3/2028,663,FALSE,FALSE,0.35,FALSE,proxy_synthetic
CL-0054,MED_RUTF,69,8,60.4,11/28/2026,110,FALSE,TRUE,0.4,FALSE,proxy_synthetic
CL-0054,MED_F75,1,2,3.5,5/12/2027,275,TRUE,FALSE,0.74,FALSE,proxy_synthetic
CL-0054,MED_F100,16,3,37.3,5/16/2028,645,FALSE,FALSE,0.35,TRUE,proxy_synthetic
CL-0054,MED_THERAPEUTIC_FEED,23,3,53.7,7/22/2027,346,FALSE,FALSE,0.23,TRUE,proxy_synthetic
CL-0055,MED_ACT,59,7,59.0,10/22/2027,438,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0055,MED_RDT_MAL,110,15,51.3,5/2/2027,265,FALSE,FALSE,0.21,TRUE,proxy_synthetic
CL-0055,MED_DENGUE_SUP,43,5,60.2,5/31/2027,294,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0055,MED_RDT_DEN,43,7,43.0,11/20/2026,102,FALSE,TRUE,0.43,FALSE,proxy_synthetic
CL-0055,MED_ORS,16,26,4.3,3/15/2028,583,TRUE,FALSE,0.63,FALSE,proxy_synthetic
CL-0055,MED_CHOLERA_KIT,41,5,57.4,7/2/2028,692,FALSE,FALSE,0.23,FALSE,proxy_synthetic
CL-0055,VAC_OCV,117,15,54.6,5/1/2027,264,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0055,VAC_MEASLES,48,7,48.0,4/19/2028,618,FALSE,FALSE,0.23,TRUE,proxy_synthetic
CL-0055,VAC_OPV,69,9,53.7,11/6/2026,88,FALSE,TRUE,0.48,FALSE,proxy_synthetic
CL-0055,VAC_PENTA,19,6,22.2,10/31/2026,82,FALSE,TRUE,0.49,FALSE,proxy_synthetic
CL-0055,VAC_TT,16,6,18.7,10/30/2026,81,FALSE,TRUE,0.47,FALSE,proxy_synthetic
CL-0055,MED_ANTIVENOM,1,2,3.5,6/20/2028,680,TRUE,FALSE,0.72,FALSE,proxy_synthetic
CL-0055,MED_SNAKE_ANTIVENOM,20,3,46.7,3/19/2027,221,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0055,MED_SNAKE_WOUND,1,4,1.8,10/26/2026,77,TRUE,TRUE,0.96,FALSE,proxy_synthetic
CL-0055,MED_OXYTOCIN,15,3,35.0,6/17/2027,311,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0055,MED_METFORMIN,48,10,33.6,4/6/2027,239,FALSE,FALSE,0.3,FALSE,proxy_synthetic
CL-0055,MED_GLUCOSE,13,4,22.8,11/27/2027,474,FALSE,FALSE,0.33,TRUE,proxy_synthetic
CL-0055,MED_VIT_A,3,8,2.6,2/10/2028,549,TRUE,FALSE,0.78,TRUE,proxy_synthetic
CL-0055,MED_MUAC_KIT,26,3,60.7,5/6/2027,269,FALSE,FALSE,0.23,TRUE,proxy_synthetic
CL-0055,MED_ZINC_MAL,55,11,35.0,5/9/2027,272,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0056,MED_ACT,41,11,26.1,1/2/2028,510,FALSE,FALSE,0.3,TRUE,proxy_synthetic
CL-0056,MED_RDT_MAL,153,19,56.4,4/10/2027,243,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0056,MED_DENGUE_SUP,66,9,51.3,10/10/2026,61,FALSE,TRUE,0.54,FALSE,proxy_synthetic
CL-0056,MED_RDT_DEN,59,8,51.6,8/3/2027,358,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0056,MED_ORS,114,36,22.2,6/10/2027,304,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0056,MED_CHOLERA_KIT,37,7,37.0,8/22/2027,377,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0056,VAC_OCV,83,14,41.5,11/29/2027,476,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0056,VAC_MEASLES,45,7,45.0,3/16/2028,584,FALSE,FALSE,0.31,TRUE,proxy_synthetic
CL-0056,VAC_OPV,19,7,19.0,7/15/2027,339,FALSE,FALSE,0.34,TRUE,proxy_synthetic
CL-0056,VAC_PENTA,59,7,59.0,8/3/2027,358,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0056,VAC_TT,29,7,29.0,4/6/2027,239,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0056,MED_ANTIVENOM,5,2,17.5,9/16/2027,402,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0056,MED_SNAKE_ANTIVENOM,17,2,59.5,11/22/2026,104,FALSE,TRUE,0.42,TRUE,proxy_synthetic
CL-0056,MED_SNAKE_WOUND,24,3,56.0,6/11/2027,305,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0056,MED_OXYTOCIN,21,4,36.8,4/1/2028,600,FALSE,FALSE,0.3,FALSE,proxy_synthetic
CL-0056,MED_METFORMIN,25,9,19.4,11/23/2027,470,FALSE,FALSE,0.2,FALSE,proxy_synthetic
CL-0056,MED_GLUCOSE,31,5,43.4,6/25/2028,685,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0056,MED_VIT_A,64,7,64.0,7/25/2028,715,FALSE,FALSE,0.22,TRUE,proxy_synthetic
CL-0056,MED_MUAC_KIT,11,3,25.7,12/22/2027,499,FALSE,FALSE,0.33,FALSE,proxy_synthetic
CL-0056,MED_ZINC_MAL,96,14,48.0,6/2/2027,296,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0057,MED_ACT,1,9,0.8,5/4/2028,633,TRUE,FALSE,0.93,FALSE,proxy_synthetic
CL-0057,MED_RDT_MAL,122,16,53.4,8/30/2027,385,FALSE,FALSE,0.3,TRUE,proxy_synthetic
CL-0057,MED_DENGUE_SUP,45,7,45.0,11/8/2027,455,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0057,MED_RDT_DEN,4,13,2.2,7/10/2027,334,TRUE,FALSE,0.81,TRUE,proxy_synthetic
CL-0057,MED_ORS,355,39,63.7,4/28/2027,261,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0057,MED_CHOLERA_KIT,25,7,25.0,9/15/2027,401,FALSE,FALSE,0.29,FALSE,proxy_synthetic
