clinic_id,clinic_name,clinic_name_mya,facility_level,bed_class,state_region_pcode,state_region,district_pcode,district,township_pcode,township,confidence,latitude,longitude,institutional_delivery_rate,skilled_birth_attendance_rate,full_vaccination_rate,current_stock_days_remaining,population_served,road_access_flag,_data_provenance
CL-0061,Ka Paing Station Hospital,ကာပိုင်တိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D009,Yinmarbin,MMR005016,Yinmarbin,high confidence,22.21167200000008,94.67756000000008,0.251,0.055,0.492,23,507,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0062,Nyaung Kaing Station Hospital,ညောင်ကိုင်းတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D009,Yinmarbin,MMR005016,Yinmarbin,high confidence,22.210937000000058,94.77830500000005,0.201,0.155,0.458,25,428,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0063,Kani Township Hospital,ကနီမြို့နယ်ဆေးရုံ,Township,25,MMR005,Sagaing,MMR005D009,Yinmarbin,MMR005017,Kani,high confidence,22.434513000000038,94.84755500000006,0.205,0.106,0.58,0,728,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0064,Win Ma Nar Station Hospital,ဝင်းမနားတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D009,Yinmarbin,MMR005017,Kani,high confidence,22.599924000000044,94.87256500000007,0.203,0.136,0.512,17,546,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0065,Kin Station Hospital,ကင်းတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D009,Yinmarbin,MMR005017,Kani,high confidence,22.770639000000074,94.69205600000004,0.135,0.152,0.49,17,494,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0066,Thayet Pin Station Hospital,သရက်ပင်တိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D009,Yinmarbin,MMR005017,Kani,high confidence,22.38485600000007,94.95870700000006,0.178,0.054,0.502,10,461,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0067,Salingyi Township Hospital,ဆားလင်းကြီးမြို့နယ်ဆေးရုံ,Township,25,MMR005,Sagaing,MMR005D009,Yinmarbin,MMR005018,Salingyi,high confidence,21.97056200000003,95.08057600000006,0.182,0.063,0.531,20,725,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0068,Kyar Tet Station Hospital,ကျားတက်တိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D009,Yinmarbin,MMR005018,Salingyi,high confidence,21.846780000000024,94.93815000000006,0.21,0.185,0.553,12,362,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0069,Kan Kone Station Hospital,ကန်ကုန်းတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D009,Yinmarbin,MMR005018,Salingyi,bestGuess,22.128750000000025,95.06725000000006,0.247,0.125,0.44,13,252,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0070,Ma Taunt Ta Station Hospital,မတောင့်တတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D009,Yinmarbin,MMR005018,Salingyi,bestGuess,22.01842000000005,94.95246000000009,0.124,0.05,0.437,12,415,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0071,Pale Township Hospital,ပုလဲမြို့နယ်ဆေးရုံ,Township,25,MMR005,Sagaing,MMR005D009,Yinmarbin,MMR005019,Pale,high confidence,21.933043000000055,94.87847200000004,0.183,0.207,0.592,24,509,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0072,Wet Kya Station Hospital,ဝက်ကျတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D009,Yinmarbin,MMR005019,Pale,high confidence,21.978715000000022,94.48404300000004,0.276,0.173,0.481,18,403,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0073,Chin Pyit Kyin Station Hospital,ချင်ပြစ်တိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D009,Yinmarbin,MMR005019,Pale,bestGuess,21.95509000000004,94.66536000000008,0.142,0.114,0.41,11,581,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0074,Katha General Hospital,ကသာပြည်သူ့ဆေးရုံ,General,100,MMR005,Sagaing,MMR005D004,Katha,MMR005020,Katha,high confidence,24.181681000000026,96.34095800000006,0.175,0.111,0.591,27,2085,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0075,Inn Station Hospital,အင်းရွာတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D004,Katha,MMR005020,Katha,high confidence,23.940278000000035,96.28835900000007,0.199,0.207,0.542,24,263,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0076,Moe Dar Lay Station Hospital,မိုးဒါးလေးတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D004,Katha,MMR005020,Katha,high confidence,24.310442000000023,96.50940200000008,0.238,0.177,0.402,27,353,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0077,Inn Gyi Station Hospital,အင်းကြီးတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D004,Katha,MMR005020,Katha,high confidence,23.796625000000063,96.52438800000004,0.188,0.299,0.526,21,357,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0078,Wet Tu Station Hospital,ဝက်တူးတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D004,Katha,MMR005020,Katha,high confidence,23.97097700000006,96.37476900000007,0.267,0.182,0.561,11,505,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0079,Kyauk Htone Gyi Station Hospital,ကျောက်ထုံးကြီးတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D004,Katha,MMR005020,Katha,high confidence,24.220952000000068,96.43084800000008,0.238,0.18,0.536,23,463,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0080,Indaw Township Hospital,အင်းတော်မြို့နယ်ဆေးရုံ,Township,25,MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,high confidence,24.217346000000077,96.13617200000004,0.242,0.15,0.559,9,865,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0081,Mawlu Station Hospital,မော်လူးတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,high confidence,24.47356300000007,96.18345700000003,0.22,0.205,0.411,8,506,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0082,Me Zar Station Hospital,မဲဇာတိုက်နယ်ဆေးရုံ,Station,15,MMR005,Sagaing,MMR005D004,Katha,MMR005021,Indaw,high confidence,24.13286400000004,96.04195100000004,0.326,0.194,0.532,13,377,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0083,Tigyaing Township Hospital,ထီးချိုင့်မြို့နယ်ဆေးရုံ,Township,50,MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,high confidence,23.754721000000075,96.15023300000007,0.19,0.245,0.509,29,1768,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0084,Ah Lel Taw Station Hospital,အလယ်တောတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,high confidence,23.87139200000007,96.11535800000007,0.067,0.125,0.476,17,307,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0085,Mya Taung Station Hospital,မြတောင်ဆေးရုံ,Station,25,MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,high confidence,23.72548800000004,96.15896200000003,0.287,0.134,0.576,11,389,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0086,Nyaung Pin Thar Station Hospital,ညောင်ပင်သာတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,high confidence,23.68045500000005,96.08312800000004,0.16,0.128,0.613,13,276,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0087,Kyet Ta Kaung Station Hospital,ကြက်တကောင်တိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,high confidence,23.871932000000072,96.27920300000005,0.194,0.204,0.635,8,529,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0088,Kan Ni Station Hospital,ကမ်းနီတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,high confidence,23.81548900000007,96.24119300000007,0.266,0.246,0.602,19,425,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0089,Banmauk Township Hospital,ဗန်းမောက်မြို့နယ်ဆေးရုံ,Township,25,MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,high confidence,24.400416000000064,95.85617800000006,0.095,0.132,0.507,10,476,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0090,Kyaung Lel Station Hospital,ကြောင်လည်တိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,high confidence,24.523288000000036,95.64420700000005,0.112,0.131,0.534,16,440,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0091,Man Si Gyi Station Hospital,မံစီကြီးတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,high confidence,24.673238000000026,95.72905400000008,0.091,0.175,0.563,11,301,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0092,Kawlin Township Hospital,ကောလင်းမြို့နယ်ဆေးရုံ,Township,50,MMR005,Sagaing,MMR005D011,Kawlin,MMR005024,Kawlin,high confidence,23.79314400000004,95.68358400000005,0.154,0.155,0.538,9,1620,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0093,Chaung Nar Station Hospital,ချောင်းနားတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D011,Kawlin,MMR005024,Kawlin,high confidence,23.656890000000033,95.43651500000004,0.213,0.214,0.519,29,418,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0094,Khan Thar (Min Kone) Station Hospital,ခံသာတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D011,Kawlin,MMR005024,Kawlin,high confidence,23.78251400000005,95.89232700000008,0.218,0.05,0.567,10,392,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0095,Koke Ko Kone Station Hospital,ကုက္ကိုလ်ကုန်းတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D011,Kawlin,MMR005024,Kawlin,high confidence,23.67248900000004,95.85284000000007,0.204,0.107,0.505,2,361,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0096,Wuntho Township Hospital,ဝန်းသိုမြို့နယ်ဆေးရုံ,Township,25,MMR005,Sagaing,MMR005D011,Kawlin,MMR005025,Wuntho,high confidence,23.89976800000005,95.68354200000005,0.106,0.113,0.464,11,769,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0097,Gyo Taung Station Hospital,ဂျိုတောင်တိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D011,Kawlin,MMR005025,Wuntho,high confidence,23.94562300000007,95.79949000000005,0.05,0.05,0.481,15,385,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0098,Nan Khan Station Hospital,နမ့်ခမ်းတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D011,Kawlin,MMR005025,Wuntho,high confidence,23.99778200000003,95.89382200000006,0.19,0.099,0.554,2,275,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0099,Pinlebu Township Hospital,ပင်လည်ဘူးမြို့နယ်ဆေးရုံ,Township,25,MMR005,Sagaing,MMR005D011,Kawlin,MMR005026,Pinlebu,high confidence,24.08096100000006,95.37021300000004,0.163,0.105,0.515,9,449,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0100,Mi Gaung In Station Hospital,မိချောင်းအင်းတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D011,Kawlin,MMR005026,Pinlebu,high confidence,23.918983000000026,95.31034500000004,0.215,0.144,0.533,4,625,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0101,Man Si Lay Station Hospital,မံစီလေးတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D011,Kawlin,MMR005026,Pinlebu,high confidence,24.198356000000047,95.48220200000009,0.229,0.223,0.557,15,603,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0102,Kale General Hospital,ကလေးမြို့ပြည်သူ့ဆေးရုံကြီး,General,300,MMR005,Sagaing,MMR005D005,Kale,MMR005027,Kale,high confidence,23.190428000000054,94.06369700000005,0.32,0.255,0.654,21,9748,all_weather,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0103,Nat Chaung Station Hospital,နတ်ချောင်းတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D005,Kale,MMR005027,Kale,high confidence,22.99543200000005,94.02605500000004,0.233,0.095,0.563,29,346,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0104,Tin Thar Station Hospital,တင်သားတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D005,Kale,MMR005027,Kale,high confidence,22.80798500000003,94.07890500000008,0.201,0.153,0.536,11,628,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0105,Yar Za Gyo Station Hospital,ရာဇဂြိုလ်တိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D005,Kale,MMR005027,Kale,high confidence,23.51026100000007,94.08632800000004,0.219,0.219,0.423,25,552,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0106,Kalewa Township Hospital,ကလေးဝမြို့နယ်ဆေးရုံ,Township,25,MMR005,Sagaing,MMR005D005,Kale,MMR005028,Kalewa,high confidence,23.20001300000007,94.29903300000007,0.149,0.101,0.616,6,823,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0107,Ma Sein Station Hospital,မစိန်တိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D005,Kale,MMR005028,Kalewa,high confidence,23.372825000000034,94.34597600000006,0.176,0.102,0.475,23,420,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0108,Mingin Township Hospital,မင်းကင်းမြို့နယ်ဆေးရုံ,Township,50,MMR005,Sagaing,MMR005D005,Kale,MMR005029,Mingin,high confidence,22.87849200000005,94.49615300000005,0.214,0.204,0.414,16,1090,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0109,Kyaw Pin Station Hospital,ကြာပင်တိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D005,Kale,MMR005029,Mingin,bestGuess,22.826900000000023,94.35529000000008,0.236,0.143,0.436,22,279,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0110,Pa Thay Station Hospital,ပသေးတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D005,Kale,MMR005029,Mingin,high confidence,22.79164700000007,94.49902300000008,0.163,0.195,0.438,22,601,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0111,Kywe Station Hospital,ကြွေတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D005,Kale,MMR005029,Mingin,bestGuess,23.06528000000003,94.42259000000007,0.218,0.156,0.513,15,422,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0112,Tone Station Hospital,တုံတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D005,Kale,MMR005029,Mingin,probably accurate,22.963242068641733,94.72666754443864,0.171,0.198,0.49,7,321,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0113,Tamu General Hospital,တမူးပြည်သူ့ဆေးရုံ,General,100,MMR005,Sagaing,MMR005D006,Tamu,MMR005030,Tamu,high confidence,24.218296000000066,94.31036400000005,0.217,0.128,0.536,15,2265,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0114,Min Thar Station Hospital,မင်းသာတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D006,Tamu,MMR005030,Tamu,high confidence,24.423942000000068,94.42953600000004,0.237,0.156,0.553,24,472,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0115,Khan Pat Station Hospital,ခမ်းပတ်တိုက်နယ်ဆေးရုံ,Station,25,MMR005,Sagaing,MMR005D006,Tamu,MMR005030,Tamu,high confidence,23.794177000000047,94.14313200000004,0.071,0.147,0.539,29,485,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0116,Myo Thit Station Hospital,မြို့သစ်တိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D006,Tamu,MMR005030,Tamu,high confidence,24.514131000000077,94.51811000000004,0.109,0.083,0.532,27,583,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0117,Boke Kan Station Hospital,ဘုက္ကန်တိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D006,Tamu,MMR005030,Tamu,high confidence,23.915845000000047,94.18499500000007,0.098,0.063,0.538,5,543,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0118,Mawlaik General Hospital,မော်လိုက်ပြည်သူ့ဆေးရုံ,General,50,MMR005,Sagaing,MMR005D007,Mawlaik,MMR005031,Mawlaik,high confidence,23.63650800000005,94.41099600000007,0.062,0.211,0.573,17,1649,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0119,Kyar Inn Station Hospital,ကြာအင်းတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D007,Mawlaik,MMR005031,Mawlaik,high confidence,23.584280000000035,94.43465000000003,0.146,0.135,0.362,3,413,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0120,Kin Tat Station Hospital,ကင်းတပ်စံပြတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D007,Mawlaik,MMR005031,Mawlaik,high confidence,23.731216000000074,94.43048000000005,0.232,0.095,0.484,20,491,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0121,Paungbyin Township Hospital,ဖောင်းပြင်မြို့နယ်ဆေးရုံ,Township,50,MMR005,Sagaing,MMR005D007,Mawlaik,MMR005032,Paungbyin,high confidence,24.266362000000072,94.81974200000008,0.185,0.164,0.377,29,1480,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0122,Tha Ngar Station Hospital,တံငါတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D007,Mawlaik,MMR005032,Paungbyin,high confidence,23.967115000000035,94.61546000000004,0.199,0.224,0.512,1,500,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
